match_id,msg_number,explicit_word_in_msg,fixed_height,from,funny_word_in_msg,message,n_words_in_msg,question_mark_in_msg,question_word_in_msg,sent_date,time_since_last_2_msgs,time_since_last_msg,to,type
Match 159,0,0.0,,You,0.0,Interesting pic by the toilet.... not quite sure what to make of it,13.0,0.0,1.0,2018-11-10 03:50:33,,,5b949a891501499e1faa047e,
Match 158,0,0.0,,You,0.0,Hey so what color is your hair now?,8.0,1.0,1.0,2018-10-17 03:20:01,,,5a932f44c05d55700c32b906,
Match 158,1,0.0,,You,0.0,Also that first pic is hawt,6.0,0.0,0.0,2018-10-17 03:20:11,,0 days 00:00:10.000000000,5a932f44c05d55700c32b906,
Match 158,2,0.0,,You,0.0,Where were you wearing that to and can we go there?,11.0,1.0,1.0,2018-10-18 00:41:22,0 days 21:21:21.000000000,0 days 21:21:11.000000000,5a932f44c05d55700c32b906,
Match 158,3,0.0,,You,0.0,Hmm so all we need is gambling and a lot of drinks? How about a casino in New Jersey?,19.0,1.0,1.0,2018-10-18 02:37:59,0 days 23:17:48.000000000,0 days 01:56:37.000000000,5a932f44c05d55700c32b906,
Match 158,4,0.0,,You,0.0,Well I’m not against strip clubs but don’t know of any that have male and female strippers though,18.0,0.0,0.0,2018-10-18 23:34:18,0 days 22:52:56.000000000,0 days 20:56:19.000000000,5a932f44c05d55700c32b906,
Match 158,5,0.0,,You,0.0,Music might be the easier venue to find. Who did you see?,12.0,1.0,1.0,2018-10-18 23:34:34,0 days 20:56:35.000000000,0 days 00:00:16.000000000,5a932f44c05d55700c32b906,
Match 158,6,0.0,,You,0.0,So first date at a NY strip club?,8.0,1.0,0.0,2018-10-19 01:54:20,0 days 02:20:02.000000000,0 days 02:19:46.000000000,5a932f44c05d55700c32b906,
Match 158,7,0.0,,You,0.0,So when are we doing this? What’s your next Saturday looking like,12.0,1.0,1.0,2018-10-21 01:16:31,2 days 01:41:57.000000000,1 days 23:22:11.000000000,5a932f44c05d55700c32b906,
Match 158,8,0.0,,You,0.0,Also where are you from 53 miles from NYC,9.0,0.0,1.0,2018-10-21 01:16:52,1 days 23:22:32.000000000,0 days 00:00:21.000000000,5a932f44c05d55700c32b906,
Match 158,9,0.0,,You,0.0,I’m in Brooklyn. Not sure how we matched but I’m glad we did,13.0,0.0,1.0,2018-10-21 01:57:38,0 days 00:41:07.000000000,0 days 00:40:46.000000000,5a932f44c05d55700c32b906,
Match 158,10,0.0,,You,0.0,So I hate to be a buzz kill but this weekend won’t work for our date,16.0,0.0,0.0,2018-10-23 16:57:50,2 days 15:40:58.000000000,2 days 15:00:12.000000000,5a932f44c05d55700c32b906,
Match 158,11,0.0,,You,0.0,I forgot a friend is coming in and staying with me,11.0,0.0,0.0,2018-10-23 16:58:27,2 days 15:00:49.000000000,0 days 00:00:37.000000000,5a932f44c05d55700c32b906,
Match 158,12,0.0,,You,0.0,So how was your Halloween weekend? What did you dress up as?,12.0,1.0,1.0,2018-10-30 02:34:40,6 days 09:36:50.000000000,6 days 09:36:13.000000000,5a932f44c05d55700c32b906,
Match 158,13,0.0,,You,1.0,"I was a cowboy 🤠... l wore flannel and boots, got the hat  and made a fake whip lol",20.0,0.0,0.0,2018-10-30 11:47:10,6 days 18:48:43.000000000,0 days 09:12:30.000000000,5a932f44c05d55700c32b906,
Match 158,14,0.0,,You,0.0,Got any pics of the cat outfit??,7.0,1.0,0.0,2018-10-30 11:47:21,0 days 09:12:41.000000000,0 days 00:00:11.000000000,5a932f44c05d55700c32b906,
Match 158,15,0.0,,You,0.0,Send em over 🤤🤤,4.0,0.0,0.0,2018-10-30 22:23:01,0 days 10:35:51.000000000,0 days 10:35:40.000000000,5a932f44c05d55700c32b906,
Match 158,16,0.0,,You,0.0,Does that mean I get to see em soon?,9.0,1.0,0.0,2018-10-31 11:39:20,0 days 23:51:59.000000000,0 days 13:16:19.000000000,5a932f44c05d55700c32b906,
Match 158,17,0.0,,You,0.0,Hey,1.0,0.0,0.0,2018-11-03 13:51:32,3 days 15:28:31.000000000,3 days 02:12:12.000000000,5a932f44c05d55700c32b906,
Match 158,18,0.0,,You,0.0,How’s it going? Whatcha got planned for this weekend?,9.0,1.0,0.0,2018-11-03 15:39:27,3 days 04:00:07.000000000,0 days 01:47:55.000000000,5a932f44c05d55700c32b906,
Match 158,19,0.0,,You,0.0,Regular dinner and Netflix,4.0,0.0,0.0,2018-11-03 15:48:31,0 days 01:56:59.000000000,0 days 00:09:04.000000000,5a932f44c05d55700c32b906,
Match 158,20,0.0,,You,0.0,What’s your next week look like? We should meet up sometime?,11.0,1.0,0.0,2018-11-03 15:53:25,0 days 00:13:58.000000000,0 days 00:04:54.000000000,5a932f44c05d55700c32b906,
Match 158,21,0.0,,You,0.0,Sometime.*,1.0,0.0,0.0,2018-11-03 15:53:32,0 days 00:05:01.000000000,0 days 00:00:07.000000000,5a932f44c05d55700c32b906,
Match 158,22,0.0,,You,0.0,Would you want to do something quick like a drink or coffee on Wednesday and then potentially something longer on Saturday?,21.0,1.0,0.0,2018-11-03 16:11:40,0 days 00:18:15.000000000,0 days 00:18:08.000000000,5a932f44c05d55700c32b906,
Match 158,23,0.0,,You,0.0,I can come up to CT Wednesday afternoon,8.0,0.0,0.0,2018-11-03 16:14:42,0 days 00:21:10.000000000,0 days 00:03:02.000000000,5a932f44c05d55700c32b906,
Match 158,24,0.0,,You,0.0,That works for me. Do you wanna pick the place?,10.0,1.0,0.0,2018-11-03 16:27:26,0 days 00:15:46.000000000,0 days 00:12:44.000000000,5a932f44c05d55700c32b906,
Match 158,25,0.0,,You,0.0,Southern comfort/ BBQ,3.0,0.0,0.0,2018-11-03 16:38:55,0 days 00:24:13.000000000,0 days 00:11:29.000000000,5a932f44c05d55700c32b906,
Match 158,26,0.0,,You,1.0,Haha all a man can do is ask 😂🤗,9.0,0.0,0.0,2018-11-03 16:49:02,0 days 00:21:36.000000000,0 days 00:10:07.000000000,5a932f44c05d55700c32b906,
Match 158,27,0.0,,You,0.0,How about Mexican?,3.0,1.0,1.0,2018-11-03 16:49:45,0 days 00:10:50.000000000,0 days 00:00:43.000000000,5a932f44c05d55700c32b906,
Match 158,28,0.0,,You,0.0,Which ever is better,4.0,0.0,0.0,2018-11-03 16:54:27,0 days 00:05:25.000000000,0 days 00:04:42.000000000,5a932f44c05d55700c32b906,
Match 158,29,0.0,,You,0.0,Hey how’s it going?,4.0,1.0,0.0,2018-11-06 16:50:54,3 days 00:01:09.000000000,2 days 23:56:27.000000000,5a932f44c05d55700c32b906,
Match 158,30,0.0,,You,0.0,How’s your day going?,4.0,1.0,0.0,2018-11-06 18:33:03,3 days 01:38:36.000000000,0 days 01:42:09.000000000,5a932f44c05d55700c32b906,
Match 158,31,0.0,,You,0.0,Oh that sucks. Are you feeling better?,7.0,1.0,0.0,2018-11-06 23:04:18,0 days 06:13:24.000000000,0 days 04:31:15.000000000,5a932f44c05d55700c32b906,
Match 158,32,0.0,,You,0.0,Do you want to meet up later today?,8.0,1.0,0.0,2018-11-07 15:06:31,0 days 20:33:28.000000000,0 days 16:02:13.000000000,5a932f44c05d55700c32b906,
Match 158,33,0.0,,You,0.0,530 ish,2.0,0.0,0.0,2018-11-07 17:09:33,0 days 18:05:15.000000000,0 days 02:03:02.000000000,5a932f44c05d55700c32b906,
Match 158,34,0.0,,You,0.0,Does that time work for you?,6.0,1.0,0.0,2018-11-07 17:45:46,0 days 02:39:15.000000000,0 days 00:36:13.000000000,5a932f44c05d55700c32b906,
Match 158,35,0.0,,You,0.0,You seem kinda cool to the whole meeting up idea...,10.0,0.0,0.0,2018-11-07 17:47:48,0 days 00:38:15.000000000,0 days 00:02:02.000000000,5a932f44c05d55700c32b906,
Match 158,36,0.0,,You,0.0,"Fair enough, would you rather we just chat on the phone or Skype instead",14.0,0.0,0.0,2018-11-07 18:08:00,0 days 00:22:14.000000000,0 days 00:20:12.000000000,5a932f44c05d55700c32b906,
Match 158,37,0.0,,You,0.0,The other part is that I live in Brooklyn and it’d be hard to keep something going from that distance,20.0,0.0,0.0,2018-11-07 18:20:44,0 days 00:32:56.000000000,0 days 00:12:44.000000000,5a932f44c05d55700c32b906,
Match 158,38,0.0,,You,0.0,"Awesome, wanna do that at 530 instead?",7.0,1.0,0.0,2018-11-07 19:02:01,0 days 00:54:01.000000000,0 days 00:41:17.000000000,5a932f44c05d55700c32b906,
Match 158,39,0.0,,You,0.0,My number is 7185943385,4.0,0.0,0.0,2018-11-07 22:32:08,0 days 04:11:24.000000000,0 days 03:30:07.000000000,5a932f44c05d55700c32b906,
Match 157,0,0.0,,You,0.0,Did you swipe right on a lot to let people know to vote yesterday?,14.0,1.0,0.0,2018-11-07 18:23:58,,,58a3aa1efad33a462e3dda16,
Match 156,0,0.0,,You,0.0,That’s a dope pic of you on the iron throne! Where was it?,13.0,1.0,1.0,2018-10-07 12:41:29,,,55b2e4e87d75050e2c017ae3,
Match 156,1,0.0,,You,1.0,Nice that must’ve been when we didn’t think game of thrones would end lol,14.0,0.0,1.0,2018-10-07 17:20:21,,0 days 04:38:52.000000000,55b2e4e87d75050e2c017ae3,
Match 156,2,0.0,,You,1.0,Haha can there ever be a substitute for reading the book?,11.0,1.0,0.0,2018-10-07 21:10:09,0 days 08:28:40.000000000,0 days 03:49:48.000000000,55b2e4e87d75050e2c017ae3,
Match 156,3,0.0,,You,0.0,Tbh I don’t usually read the books from movies (is that a deal breaker?) although I’m trying to get into audiobooks,21.0,1.0,0.0,2018-10-07 21:11:20,0 days 03:50:59.000000000,0 days 00:01:11.000000000,55b2e4e87d75050e2c017ae3,
Match 156,4,0.0,,You,1.0,"Haha of course not lol, gotta let me know what I’m missing out on. Heard any good stories lately?",19.0,1.0,1.0,2018-10-08 01:38:51,0 days 04:28:42.000000000,0 days 04:27:31.000000000,55b2e4e87d75050e2c017ae3,
Match 156,5,1.0,,You,1.0,Haha that sounds pretty interesting. All I listen to are podcasts about sex or economics 🤓,16.0,0.0,0.0,2018-10-08 01:57:43,0 days 04:46:23.000000000,0 days 00:18:52.000000000,55b2e4e87d75050e2c017ae3,
Match 156,6,0.0,,You,1.0,I have not but may have to schedule a podcast binge lol,12.0,0.0,0.0,2018-10-08 23:16:28,0 days 21:37:37.000000000,0 days 21:18:45.000000000,55b2e4e87d75050e2c017ae3,
Match 156,7,0.0,,You,0.0,I just started listening to girl boner radio and it’s ok,11.0,0.0,0.0,2018-10-08 23:16:38,0 days 21:18:55.000000000,0 days 00:00:10.000000000,55b2e4e87d75050e2c017ae3,
Match 156,8,0.0,,You,0.0,"Yeah it’s pretty good. If I could generalize, I’d say stuff you’d appreciate",13.0,0.0,0.0,2018-10-09 02:03:37,0 days 02:47:09.000000000,0 days 02:46:59.000000000,55b2e4e87d75050e2c017ae3,
Match 156,9,0.0,,You,0.0,I could tell you but it’d be better if I showed you 😉😉,13.0,0.0,0.0,2018-10-09 02:04:07,0 days 02:47:29.000000000,0 days 00:00:30.000000000,55b2e4e87d75050e2c017ae3,
Match 156,10,0.0,,You,1.0,Haha did it work??? How’s Thursday 8 Fort Greene area?,10.0,1.0,0.0,2018-10-09 11:24:48,0 days 09:21:11.000000000,0 days 09:20:41.000000000,55b2e4e87d75050e2c017ae3,
Match 156,11,0.0,,You,0.0,Ooh guess it wasn’t smooth enough,6.0,0.0,0.0,2018-10-10 02:11:33,1 days 00:07:26.000000000,0 days 14:46:45.000000000,55b2e4e87d75050e2c017ae3,
Match 156,12,0.0,,You,0.0,"Ahh ok, that’s pretty cool of you to help out though",11.0,0.0,0.0,2018-10-10 02:20:36,0 days 14:55:48.000000000,0 days 00:09:03.000000000,55b2e4e87d75050e2c017ae3,
Match 156,13,0.0,,You,0.0,"Wow good for them. It seems like everyone my age is getting married now, i think I missed the memo",20.0,0.0,0.0,2018-10-11 00:31:52,0 days 22:20:19.000000000,0 days 22:11:16.000000000,55b2e4e87d75050e2c017ae3,
Match 156,14,0.0,,You,0.0,I’ve never been to Philly but i hear it’s dope. Have you been before?,14.0,1.0,0.0,2018-10-11 00:32:19,0 days 22:11:43.000000000,0 days 00:00:27.000000000,55b2e4e87d75050e2c017ae3,
Match 156,15,0.0,,You,0.0,Yeah I was trying to enjoy my 20s over here. There are ways to enjoy without all the baby pressure,20.0,0.0,0.0,2018-10-11 02:12:06,0 days 01:40:14.000000000,0 days 01:39:47.000000000,55b2e4e87d75050e2c017ae3,
Match 156,16,0.0,,You,0.0,That’s Fantastic! Like soo good,5.0,0.0,0.0,2018-10-11 02:15:15,0 days 01:42:56.000000000,0 days 00:03:09.000000000,55b2e4e87d75050e2c017ae3,
Match 156,17,0.0,,You,0.0,Are your parents waiting to be real grandparents?,8.0,1.0,0.0,2018-10-11 02:17:07,0 days 00:05:01.000000000,0 days 00:01:52.000000000,55b2e4e87d75050e2c017ae3,
Match 156,18,0.0,,You,0.0,My sister was way ahead of me and beat me to the punch so there’s like no pressure,18.0,0.0,0.0,2018-10-11 02:17:34,0 days 00:02:19.000000000,0 days 00:00:27.000000000,55b2e4e87d75050e2c017ae3,
Match 156,19,0.0,,You,1.0,Haha and is that what brings you to Tinder lol? 😁,11.0,1.0,1.0,2018-10-11 02:34:33,0 days 00:17:26.000000000,0 days 00:16:59.000000000,55b2e4e87d75050e2c017ae3,
Match 156,20,0.0,,You,0.0,But yeah I’m glad my sister had a kid first. I still don’t know the first thing about babies,19.0,0.0,0.0,2018-10-11 02:35:05,0 days 00:17:31.000000000,0 days 00:00:32.000000000,55b2e4e87d75050e2c017ae3,
Match 156,21,0.0,,You,0.0,What’s IVF and should I try to meet you on it?,11.0,1.0,0.0,2018-10-11 02:48:00,0 days 00:13:27.000000000,0 days 00:12:55.000000000,55b2e4e87d75050e2c017ae3,
Match 156,22,0.0,,You,0.0,Yeah I think tinder May prevent kids because people would settle less. Or maybe people just make more mistakes on it 🤷🏾‍♂️,22.0,0.0,0.0,2018-10-11 02:49:13,0 days 00:14:08.000000000,0 days 00:01:13.000000000,55b2e4e87d75050e2c017ae3,
Match 156,23,0.0,,You,0.0,That’s not really where I wanted this go,8.0,0.0,1.0,2018-10-11 02:49:32,0 days 00:01:32.000000000,0 days 00:00:19.000000000,55b2e4e87d75050e2c017ae3,
Match 156,24,0.0,,You,0.0,Also I meant baby like human not super villain submarine lair “baby” project,13.0,0.0,0.0,2018-10-11 02:51:26,0 days 00:02:13.000000000,0 days 00:01:54.000000000,55b2e4e87d75050e2c017ae3,
Match 156,25,0.0,,You,0.0,I wasn’t sure if IVF was the newest coolest dating app for fine black men and women,17.0,0.0,0.0,2018-10-11 03:06:28,0 days 00:16:56.000000000,0 days 00:15:02.000000000,55b2e4e87d75050e2c017ae3,
Match 156,26,0.0,,You,0.0,In which case I should join immediately,7.0,0.0,0.0,2018-10-11 03:06:45,0 days 00:15:19.000000000,0 days 00:00:17.000000000,55b2e4e87d75050e2c017ae3,
Match 156,27,0.0,,You,0.0,"And yeah villain submarines have the big red button, can move, have a plush room and too many people always looking the wrong way",24.0,0.0,0.0,2018-10-11 03:07:39,0 days 00:01:11.000000000,0 days 00:00:54.000000000,55b2e4e87d75050e2c017ae3,
Match 156,28,0.0,,You,0.0,Oh then you’re gonna love hearing about what I wanna do to that pwussy 😈🧠💦☝🏾👋🏾🍆😘😴🤣,15.0,0.0,1.0,2018-10-11 16:49:22,0 days 13:42:37.000000000,0 days 13:41:43.000000000,55b2e4e87d75050e2c017ae3,
Match 156,29,0.0,,You,0.0,So how’s the move going?,5.0,1.0,0.0,2018-10-13 12:42:53,2 days 09:35:14.000000000,1 days 19:53:31.000000000,55b2e4e87d75050e2c017ae3,
Match 156,30,0.0,,You,0.0,Totally worth it! Have you been a bridesmaids before?,9.0,1.0,0.0,2018-10-16 02:26:13,4 days 09:36:51.000000000,2 days 13:43:20.000000000,55b2e4e87d75050e2c017ae3,
Match 156,31,0.0,,You,0.0,Not with any of my really close friends. I did. The formal stuff for my sisters wedding,17.0,0.0,0.0,2018-10-16 17:48:54,3 days 05:06:01.000000000,0 days 15:22:41.000000000,55b2e4e87d75050e2c017ae3,
Match 156,32,0.0,,You,0.0,Yeah we took a lot of pictures and it was great being in the crew. Also a great day for her!,21.0,0.0,0.0,2018-10-16 18:01:12,0 days 15:34:59.000000000,0 days 00:12:18.000000000,55b2e4e87d75050e2c017ae3,
Match 156,33,0.0,,You,0.0,"But with friends, it’s different. Are you a part of the bachelor party too?",14.0,1.0,0.0,2018-10-16 18:01:44,0 days 00:12:50.000000000,0 days 00:00:32.000000000,55b2e4e87d75050e2c017ae3,
Match 156,34,0.0,,You,1.0,Haha wow you’re deep in that relationship. So which side are you gonna be only ??,16.0,1.0,0.0,2018-10-17 02:30:37,0 days 08:29:25.000000000,0 days 08:28:53.000000000,55b2e4e87d75050e2c017ae3,
Match 156,35,0.0,,You,0.0,On*,1.0,0.0,0.0,2018-10-17 02:30:43,0 days 08:28:59.000000000,0 days 00:00:06.000000000,55b2e4e87d75050e2c017ae3,
Match 156,36,0.0,,You,1.0,"Haha nice, my day was ok. It was my company’s 2nd birthday so people gave crazy stressful start up stories. It was interesting",23.0,0.0,0.0,2018-10-17 02:49:23,0 days 00:18:46.000000000,0 days 00:18:40.000000000,55b2e4e87d75050e2c017ae3,
Match 156,37,0.0,,You,0.0,How was your day?,4.0,1.0,1.0,2018-10-17 02:49:40,0 days 00:18:57.000000000,0 days 00:00:17.000000000,55b2e4e87d75050e2c017ae3,
Match 156,38,0.0,,You,0.0,"Wow that’s intense! I’m also kinda a late worker, I got out about an hour ago and am trying to fix that. What kept you?",25.0,1.0,1.0,2018-10-17 03:13:49,0 days 00:24:26.000000000,0 days 00:24:09.000000000,55b2e4e87d75050e2c017ae3,
Match 156,39,0.0,,You,0.0,"I’m a data scientist at a Marcus, which is a financial services company. I was just trying to finish up a credit risk model and send some people the final details",31.0,0.0,0.0,2018-10-17 03:18:43,0 days 00:29:03.000000000,0 days 00:04:54.000000000,55b2e4e87d75050e2c017ae3,
Match 156,40,0.0,,You,0.0,What do you do?,4.0,1.0,1.0,2018-10-17 03:18:54,0 days 00:05:05.000000000,0 days 00:00:11.000000000,55b2e4e87d75050e2c017ae3,
Match 156,41,0.0,,You,0.0,"That’s pretty cool, what kind of copy is it? Like magazines or posts about a certain topic? I have no clue how that works works",25.0,1.0,1.0,2018-10-17 03:35:00,0 days 00:16:17.000000000,0 days 00:16:06.000000000,55b2e4e87d75050e2c017ae3,
Match 156,42,0.0,,You,0.0,I like math but it’s wrong a lot and I hope it makes the company money... is the gist of what I do,23.0,0.0,1.0,2018-10-17 03:35:37,0 days 00:16:43.000000000,0 days 00:00:37.000000000,55b2e4e87d75050e2c017ae3,
Match 156,43,0.0,,You,0.0,Dang got the high profile clients! So you understand what they are trying to do with the brands and how they change and stuff,24.0,0.0,1.0,2018-10-17 04:54:19,0 days 01:19:19.000000000,0 days 01:18:42.000000000,55b2e4e87d75050e2c017ae3,
Match 156,44,0.0,,You,0.0,Also I guess you write pretty dope love songs,9.0,0.0,0.0,2018-10-17 04:54:37,0 days 01:19:00.000000000,0 days 00:00:18.000000000,55b2e4e87d75050e2c017ae3,
